"horse_no","horse_name","horse_gender","sire_name","dam_name","foal_year","race_year","age","gait","ytd_Starts","ytd_wins","ytd_places","ytd_shows","annual_earnings","rec_type","rec_time","rec_size","rec_track","ytd_htype"
"1CD056","UPFRONT HANNAHSBOY","H","DRAGON AGAIN","SHE'S A DAISY",2005,2008,3,"P",19,4,0,0,197134,NA,1492,"F","PcD","DOM"
"1CD056","UPFRONT HANNAHSBOY","H","DRAGON AGAIN","SHE'S A DAISY",2005,2009,4,"P",0,0,0,0,0,"Q",1551,"F","Mea","DOM"
"1CD056","UPFRONT HANNAHSBOY","H","DRAGON AGAIN","SHE'S A DAISY",2005,2010,5,"P",13,4,2,1,38350,NA,1521,"F","Mea","DOM"
"1CD056","UPFRONT HANNAHSBOY","H","DRAGON AGAIN","SHE'S A DAISY",2005,2011,6,"P",7,0,1,1,4437,"Q",1574,"S","Moh","DOM"
"0CR032","TRAVELIN SUPERGIRL","M","KADABRA","TRAVELIN SUPERLITE",2005,2007,2,"T",12,4,3,2,116315,NA,2000,"F","Sar","DOM"
"0CR032","TRAVELIN SUPERGIRL","M","KADABRA","TRAVELIN SUPERLITE",2005,2008,3,"T",12,1,2,0,31395,NA,1590,"H","GRvr","DOM"
"7CD749","AERONAUT","M","ALLAMERICAN INGOT","ARMBRO AERO",2005,2008,3,"P",15,2,0,4,28652,NA,1543,"S","Wdb","DOM"
"7CD749","AERONAUT","M","ALLAMERICAN INGOT","ARMBRO AERO",2005,2009,4,"P",33,4,5,9,30691,NA,1550,"M","CalX","DOM"
"7CD749","AERONAUT","M","ALLAMERICAN INGOT","ARMBRO AERO",2005,2010,5,"P",27,3,3,2,15633,NA,1582,"H","MR","DOM"
"7CD749","AERONAUT","M","ALLAMERICAN INGOT","ARMBRO AERO",2005,2011,6,"P",26,2,3,2,9323,NA,1543,"F","PPk","DOM"
"7CD749","AERONAUT","M","ALLAMERICAN INGOT","ARMBRO AERO",2005,2012,7,"P",34,5,3,5,11782,NA,1561,"F","Aces","DOM"
"7CD749","AERONAUT","M","ALLAMERICAN INGOT","ARMBRO AERO",2005,2013,8,"P",15,0,2,2,3919,NA,0,NA,NA,"DOM"
"4C9455","HEAVENLY HELEN","M","ALLAMERICAN INGOT","JACKIE WHO",2005,2007,2,"P",2,0,0,1,2040,NA,0,NA,NA,"DOM"
"4C9455","HEAVENLY HELEN","M","ALLAMERICAN INGOT","JACKIE WHO",2005,2008,3,"P",23,6,4,4,45167,NA,1554,"H","Har","DOM"
"4C9455","HEAVENLY HELEN","M","ALLAMERICAN INGOT","JACKIE WHO",2005,2009,4,"P",30,4,3,5,41294,NA,1544,"F","Chst","DOM"
"4C9455","HEAVENLY HELEN","M","ALLAMERICAN INGOT","JACKIE WHO",2005,2010,5,"P",31,2,5,11,32955,NA,1542,"F","PcD","DOM"
"4C9455","HEAVENLY HELEN","M","ALLAMERICAN INGOT","JACKIE WHO",2005,2011,6,"P",30,1,4,3,14383,NA,1563,"F","PcD","DOM"
"4C9455","HEAVENLY HELEN","M","ALLAMERICAN INGOT","JACKIE WHO",2005,2012,7,"P",20,0,3,1,3487,NA,0,NA,NA,"DOM"
"4C9455","HEAVENLY HELEN","M","ALLAMERICAN INGOT","JACKIE WHO",2005,2013,8,"P",28,4,7,3,14199,NA,1560,"F","Aces","DOM"
"1C7299","VYCE","G","CAMELOT ERNST","MADA CAP",2005,2007,2,"T",11,1,3,0,4197,NA,2131,"H","What","DOM"
"1C7299","VYCE","G","CAMELOT ERNST","MADA CAP",2005,2008,3,"T",7,0,0,2,973,NA,0,NA,NA,"DOM"
"1C7299","VYCE","G","CAMELOT ERNST","MADA CAP",2005,2009,4,"T",23,4,4,3,10669,NA,2003,"F","Aces","DOM"
"1C7299","VYCE","G","CAMELOT ERNST","MADA CAP",2005,2010,5,"T",33,5,4,6,20407,NA,1574,"Z","Cnl","DOM"
"1C7299","VYCE","G","CAMELOT ERNST","MADA CAP",2005,2011,6,"T",24,1,7,5,15527,NA,1570,"M","BmlP","DOM"
"1C7299","VYCE","G","CAMELOT ERNST","MADA CAP",2005,2012,7,"T",32,3,7,3,16836,NA,1553,"Z","Cnl","DOM"
"1C7299","VYCE","G","CAMELOT ERNST","MADA CAP",2005,2013,8,"T",29,3,3,7,11168,NA,1591,"F","Aces","DOM"
"1C7299","VYCE","G","CAMELOT ERNST","MADA CAP",2005,2014,9,"T",3,0,1,0,275,NA,0,NA,NA,"DOM"
"6C8031","HAVE IT YOUR WAY","M","WESTERN HANOVER","JUS DUE ME",2005,2007,2,"P",6,2,0,1,4721,NA,1594,"F","PRc","DOM"
"2CR954","RADICAL MISSY","M","MR LAVEC","CELTIC CONTESSA",2005,2007,2,"T",9,0,1,2,4166,"Q",2081,"S","HM","DOM"
"2CR954","RADICAL MISSY","M","MR LAVEC","CELTIC CONTESSA",2005,2008,3,"T",1,0,0,0,0,NA,0,NA,NA,"DOM"
"9CL309","STYLE DEFINED","M","DUKE OF YORK","BRYLIN GLORY",2005,2007,2,"T",4,1,0,0,9956,"Q",2033,"F","KD","DOM"
"9CL309","STYLE DEFINED","M","DUKE OF YORK","BRYLIN GLORY",2005,2008,3,"T",10,1,1,1,12890,NA,2011,"F","KD","DOM"
"4CR729","LOGAN M","G","PRESIDENTIAL BALL","PARTY GIRL KILLEAN",2005,2007,2,"P",8,0,0,1,2065,NA,0,NA,NA,"DOM"
"4CR729","LOGAN M","G","PRESIDENTIAL BALL","PARTY GIRL KILLEAN",2005,2008,3,"P",20,2,3,2,18946,NA,1581,"H","FlmD","DOM"
"4CR729","LOGAN M","G","PRESIDENTIAL BALL","PARTY GIRL KILLEAN",2005,2009,4,"P",25,14,2,3,69604,NA,1524,"S","Wdb","DOM"
"4CR729","LOGAN M","G","PRESIDENTIAL BALL","PARTY GIRL KILLEAN",2005,2010,5,"P",31,8,2,4,65673,NA,1510,"F","Chst","DOM"
"4CR729","LOGAN M","G","PRESIDENTIAL BALL","PARTY GIRL KILLEAN",2005,2011,6,"P",14,1,3,4,20496,NA,1543,"F","PcD","DOM"
"4CR729","LOGAN M","G","PRESIDENTIAL BALL","PARTY GIRL KILLEAN",2005,2012,7,"P",31,5,3,4,18831,NA,1531,"F","PcD","DOM"
"4CR729","LOGAN M","G","PRESIDENTIAL BALL","PARTY GIRL KILLEAN",2005,2013,8,"P",35,4,5,3,17380,NA,1540,"F","PcD","DOM"
"4CR729","LOGAN M","G","PRESIDENTIAL BALL","PARTY GIRL KILLEAN",2005,2014,9,"P",42,6,8,8,22102,NA,1562,"H","Fhld","DOM"
"4CR729","LOGAN M","G","PRESIDENTIAL BALL","PARTY GIRL KILLEAN",2005,2015,10,"P",40,6,2,7,20233,NA,1570,"H","Fhld","DOM"
"4CR729","LOGAN M","G","PRESIDENTIAL BALL","PARTY GIRL KILLEAN",2005,2016,11,"P",13,0,2,3,4868,NA,0,NA,NA,"DOM"
"4CR729","LOGAN M","G","PRESIDENTIAL BALL","PARTY GIRL KILLEAN",2005,2017,12,"P",15,0,1,2,2671,NA,0,NA,NA,"DOM"
"5C9551","ICU GO GIRL","M","STORMIN JESSE","FUNNY LIAM",2005,2009,4,"P",10,6,2,0,6082,NA,1571,"M","BmlP","DOM"
"5C9551","ICU GO GIRL","M","STORMIN JESSE","FUNNY LIAM",2005,2010,5,"P",17,3,4,4,10732,NA,1544,"Z","Cnl","DOM"
"5C9551","ICU GO GIRL","M","STORMIN JESSE","FUNNY LIAM",2005,2011,6,"P",35,2,6,6,13555,NA,1564,"M","BmlP","DOM"
"5C9551","ICU GO GIRL","M","STORMIN JESSE","FUNNY LIAM",2005,2012,7,"P",23,2,4,3,9735,NA,1543,"M","BmlP","DOM"
"5C9551","ICU GO GIRL","M","STORMIN JESSE","FUNNY LIAM",2005,2013,8,"P",32,6,4,2,16993,NA,1542,"M","BmlP","DOM"
"5C9551","ICU GO GIRL","M","STORMIN JESSE","FUNNY LIAM",2005,2014,9,"P",17,3,0,2,6470,NA,1533,"Z","Cnl","DOM"
"5C9551","ICU GO GIRL","M","STORMIN JESSE","FUNNY LIAM",2005,2015,10,"P",4,0,0,1,462,NA,0,NA,NA,"DOM"
"5C9890","BONITA BEACH","M","REAL ARTIST","SANABELLE ISLAND",2005,2008,3,"P",1,0,0,0,0,NA,0,NA,NA,"DOM"
"4CN545","PATHTODOVER","M","STRAIGHT PATH","ARMBRO KERCHIEF",2005,2008,3,"P",3,2,0,0,4456,NA,1574,"H","FlmD","DOM"
"4CN545","PATHTODOVER","M","STRAIGHT PATH","ARMBRO KERCHIEF",2005,2009,4,"P",4,3,0,1,7026,NA,1590,"H","FlmD","DOM"
"4CN545","PATHTODOVER","M","STRAIGHT PATH","ARMBRO KERCHIEF",2005,2010,5,"P",27,8,7,4,58232,NA,1554,"H","FlmD","DOM"
"4CN545","PATHTODOVER","M","STRAIGHT PATH","ARMBRO KERCHIEF",2005,2011,6,"P",23,4,5,2,34578,NA,1540,"F","GeoD","DOM"
"4CN545","PATHTODOVER","M","STRAIGHT PATH","ARMBRO KERCHIEF",2005,2012,7,"P",31,10,4,2,67147,NA,1543,"F","GeoD","DOM"
"4CN545","PATHTODOVER","M","STRAIGHT PATH","ARMBRO KERCHIEF",2005,2013,8,"P",17,6,4,2,46827,NA,1543,"H","BR","DOM"
"4CN545","PATHTODOVER","M","STRAIGHT PATH","ARMBRO KERCHIEF",2005,2014,9,"P",33,4,3,5,20644,NA,1560,"F","GeoD","DOM"
"4CN545","PATHTODOVER","M","STRAIGHT PATH","ARMBRO KERCHIEF",2005,2015,10,"P",35,6,6,6,23201,NA,1553,"H","FlmD","DOM"
"6CP363","A NO VACANCY","G","CR RENEGADE","WHERE'SLOVERS'LANE",2005,2007,2,"T",3,0,0,0,0,NA,0,NA,NA,"DOM"
"6CP363","A NO VACANCY","G","CR RENEGADE","WHERE'SLOVERS'LANE",2005,2008,3,"T",16,1,0,1,5630,NA,2040,"H","FlmD","DOM"
"6CP363","A NO VACANCY","G","CR RENEGADE","WHERE'SLOVERS'LANE",2005,2009,4,"T",20,3,2,1,11668,NA,2022,"F","RidC","DOM"
"6CP363","A NO VACANCY","G","CR RENEGADE","WHERE'SLOVERS'LANE",2005,2010,5,"T",15,0,1,2,3381,"Q",2041,"H","FlmD","DOM"
"6CP363","A NO VACANCY","G","CR RENEGADE","WHERE'SLOVERS'LANE",2005,2011,6,"T",31,3,5,2,17586,NA,2021,"H","Lon","DOM"
"6CP363","A NO VACANCY","G","CR RENEGADE","WHERE'SLOVERS'LANE",2005,2012,7,"T",26,3,0,4,8835,NA,2020,"H","Wodsk","DOM"
"6CP363","A NO VACANCY","G","CR RENEGADE","WHERE'SLOVERS'LANE",2005,2013,8,"T",17,2,1,3,5709,NA,2010,"H","Dres","DOM"
"3CP147","EYE POD","G","ASTREOS","NICE MELODY",2005,2009,4,"P",0,0,0,0,0,NA,0,NA,NA,"DOM"
"3CP147","EYE POD","G","ASTREOS","NICE MELODY",2005,2010,5,"P",16,0,2,1,7013,NA,0,NA,NA,"DOM"
"3CP147","EYE POD","G","ASTREOS","NICE MELODY",2005,2011,6,"P",22,2,5,3,14062,NA,2024,"H","FlmD","DOM"
"8C7765","WINNING SOLUTION","M","SPEEDY SOLUTION","INTO WINNING",2005,2008,3,"P",22,3,4,0,16046,NA,1563,"H","OD","DOM"
"8C7765","WINNING SOLUTION","M","SPEEDY SOLUTION","INTO WINNING",2005,2009,4,"P",26,1,0,5,17780,NA,1580,"F","DD","DOM"
"8C7765","WINNING SOLUTION","M","SPEEDY SOLUTION","INTO WINNING",2005,2010,5,"P",26,2,4,5,15812,NA,1542,"F","DD","DOM"
"8C7765","WINNING SOLUTION","M","SPEEDY SOLUTION","INTO WINNING",2005,2011,6,"P",28,2,2,6,11985,NA,1573,"H","OD","DOM"
"8C7765","WINNING SOLUTION","M","SPEEDY SOLUTION","INTO WINNING",2005,2012,7,"P",9,1,2,0,6875,NA,1554,"F","DD","DOM"
"8C7765","WINNING SOLUTION","M","SPEEDY SOLUTION","INTO WINNING",2005,2013,8,"P",25,4,3,4,18275,NA,1524,"F","PcD","DOM"
"8C7765","WINNING SOLUTION","M","SPEEDY SOLUTION","INTO WINNING",2005,2014,9,"P",42,4,5,10,15902,NA,1551,"F","Aces","DOM"
"8C7765","WINNING SOLUTION","M","SPEEDY SOLUTION","INTO WINNING",2005,2015,10,"P",45,3,1,4,8344,NA,1572,"F","RidC","DOM"
"8C7765","WINNING SOLUTION","M","SPEEDY SOLUTION","INTO WINNING",2005,2016,11,"P",8,0,0,0,907,NA,0,NA,NA,"DOM"
"8D7939","AWESOME ABE","G","YANKEE CRUISER","FALCON'S CRYSTAL",2006,2008,2,"P",4,1,0,1,4752,"Q",2024,"H","Nfld","DOM"
"8D7939","AWESOME ABE","G","YANKEE CRUISER","FALCON'S CRYSTAL",2006,2009,3,"P",27,3,5,6,18675,NA,1543,"S","HoP","DOM"
"8D7939","AWESOME ABE","G","YANKEE CRUISER","FALCON'S CRYSTAL",2006,2010,4,"P",36,3,6,4,18877,NA,1550,"H","Nfld","DOM"
"8D7939","AWESOME ABE","G","YANKEE CRUISER","FALCON'S CRYSTAL",2006,2011,5,"P",34,3,8,7,37878,NA,1563,"H","Stga","DOM"
"8D7939","AWESOME ABE","G","YANKEE CRUISER","FALCON'S CRYSTAL",2006,2012,6,"P",34,1,4,8,41870,NA,1552,"H","YR","DOM"
"8D7939","AWESOME ABE","G","YANKEE CRUISER","FALCON'S CRYSTAL",2006,2013,7,"P",27,0,2,7,20375,NA,0,NA,NA,"DOM"
"8D7939","AWESOME ABE","G","YANKEE CRUISER","FALCON'S CRYSTAL",2006,2014,8,"P",34,1,5,4,14459,NA,1533,"F","Aces","DOM"
"8D7939","AWESOME ABE","G","YANKEE CRUISER","FALCON'S CRYSTAL",2006,2015,9,"P",36,5,3,9,15511,NA,1532,"M","BmlP","DOM"
"1DB463","SPIN SPANKY SPIN","G","CONWAY HALL","SPIN THE PLANET",2006,2008,2,"T",8,2,1,1,69262,NA,2003,"H","Btva","DOM"
"1DB463","SPIN SPANKY SPIN","G","CONWAY HALL","SPIN THE PLANET",2006,2009,3,"T",21,3,3,4,81700,NA,1573,"S","VD","DOM"
"1DB463","SPIN SPANKY SPIN","G","CONWAY HALL","SPIN THE PLANET",2006,2010,4,"T",21,3,5,1,17866,NA,1562,"S","VD","DOM"
"1DB463","SPIN SPANKY SPIN","G","CONWAY HALL","SPIN THE PLANET",2006,2011,5,"T",37,6,4,2,36765,NA,1563,"F","PPk","DOM"
"1DB463","SPIN SPANKY SPIN","G","CONWAY HALL","SPIN THE PLANET",2006,2012,6,"T",16,4,0,0,9843,NA,1561,"F","PPk","DOM"
"1DB463","SPIN SPANKY SPIN","G","CONWAY HALL","SPIN THE PLANET",2006,2013,7,"T",23,5,2,2,20534,NA,1550,"F","PPk","DOM"
"1DB463","SPIN SPANKY SPIN","G","CONWAY HALL","SPIN THE PLANET",2006,2014,8,"T",4,0,1,0,1980,NA,0,NA,NA,"DOM"
"1D8742","IDEAL CHOICE","G","WESTERN IDEAL","MY BABY AND ME",2006,2008,2,"P",2,0,0,0,320,NA,0,NA,NA,"DOM"
"1D8742","IDEAL CHOICE","G","WESTERN IDEAL","MY BABY AND ME",2006,2009,3,"P",26,4,4,5,19518,NA,1543,"M","Lex","DOM"
"1D8742","IDEAL CHOICE","G","WESTERN IDEAL","MY BABY AND ME",2006,2010,4,"P",23,4,4,2,29525,NA,1521,"M","Indy","DOM"
"1D8742","IDEAL CHOICE","G","WESTERN IDEAL","MY BABY AND ME",2006,2011,5,"P",20,2,4,2,37985,NA,1523,"S","HoP","DOM"
"1D8742","IDEAL CHOICE","G","WESTERN IDEAL","MY BABY AND ME",2006,2012,6,"P",31,7,5,5,155240,NA,1493,"S","Wdb","DOM"
"1D8742","IDEAL CHOICE","G","WESTERN IDEAL","MY BABY AND ME",2006,2013,7,"P",29,6,5,6,106169,NA,1504,"S","HoP","DOM"
"1D8742","IDEAL CHOICE","G","WESTERN IDEAL","MY BABY AND ME",2006,2014,8,"P",31,4,3,3,38300,NA,1501,"S","HoP","DOM"
"1D8742","IDEAL CHOICE","G","WESTERN IDEAL","MY BABY AND ME",2006,2015,9,"P",15,0,2,4,5744,"Q",1554,"S","HoP","DOM"
"1D8742","IDEAL CHOICE","G","WESTERN IDEAL","MY BABY AND ME",2006,2016,10,"P",13,1,3,1,6439,NA,1541,"M","Lex","DOM"
"1D8742","IDEAL CHOICE","G","WESTERN IDEAL","MY BABY AND ME",2006,2017,11,"P",12,1,1,0,2350,NA,2010,"H","WasCH","DOM"
"0D0469","GENCOR'S ZTAM","G","COLE MUFFLER","SUPERSTITIOUS",2006,2009,3,"P",25,2,3,4,11651,NA,1574,"M","BmlP","DOM"
"0D0469","GENCOR'S ZTAM","G","COLE MUFFLER","SUPERSTITIOUS",2006,2010,4,"P",34,4,4,3,12548,NA,1524,"M","BmlP","DOM"
"0D0469","GENCOR'S ZTAM","G","COLE MUFFLER","SUPERSTITIOUS",2006,2011,5,"P",39,3,4,11,13580,NA,1534,"M","BmlP","DOM"
"0D0469","GENCOR'S ZTAM","G","COLE MUFFLER","SUPERSTITIOUS",2006,2012,6,"P",36,3,5,3,13443,NA,1570,"F","Aces","DOM"
"0D0469","GENCOR'S ZTAM","G","COLE MUFFLER","SUPERSTITIOUS",2006,2013,7,"P",35,3,2,1,10784,NA,1544,"M","BmlP","DOM"
"0D0469","GENCOR'S ZTAM","G","COLE MUFFLER","SUPERSTITIOUS",2006,2014,8,"P",31,1,4,8,8505,NA,1532,"Z","Cnl","DOM"
"0D0469","GENCOR'S ZTAM","G","COLE MUFFLER","SUPERSTITIOUS",2006,2015,9,"P",19,1,2,1,4598,NA,1563,"F","Aces","DOM"
"0D0469","GENCOR'S ZTAM","G","COLE MUFFLER","SUPERSTITIOUS",2006,2016,10,"P",6,0,0,1,500,NA,0,NA,NA,"DOM"
"6DD674","MICHELLE'S WAY","M","CONWAY HALL","MISS MICHELLE H",2006,2008,2,"T",13,2,2,2,48213,NA,2000,"F","RcR","DOM"
"6DD674","MICHELLE'S WAY","M","CONWAY HALL","MISS MICHELLE H",2006,2009,3,"T",16,8,1,3,182182,NA,1561,"S","VD","DOM"
"6DD674","MICHELLE'S WAY","M","CONWAY HALL","MISS MICHELLE H",2006,2010,4,"T",14,1,2,1,17677,NA,1591,"H","YR","DOM"
"5DM635","LUCERNE DE VIE","M","ANGUS HALL","EXCUSEZ MOI",2006,2008,2,"T",0,0,0,0,0,NA,0,NA,NA,"DOM"
"5DM635","LUCERNE DE VIE","M","ANGUS HALL","EXCUSEZ MOI",2006,2009,3,"T",14,0,3,2,14139,NA,0,NA,NA,"DOM"
"5DM635","LUCERNE DE VIE","M","ANGUS HALL","EXCUSEZ MOI",2006,2010,4,"T",18,1,2,7,23718,"Q",2001,"S","Moh","DOM"
"5DM635","LUCERNE DE VIE","M","ANGUS HALL","EXCUSEZ MOI",2006,2011,5,"T",32,6,2,6,45596,NA,1572,"F","PcD","DOM"
"5DM635","LUCERNE DE VIE","M","ANGUS HALL","EXCUSEZ MOI",2006,2012,6,"T",27,4,2,6,30002,NA,1550,"F","Phl","DOM"
"5DM635","LUCERNE DE VIE","M","ANGUS HALL","EXCUSEZ MOI",2006,2013,7,"T",4,0,0,0,150,NA,0,NA,NA,"DOM"
"2D6504","NOWERLAND NATHAN","G","SIR TAURUS","NOWERLAND G-GIRL",2006,2009,3,"T",12,5,1,1,19418,NA,1563,"S","VD","DOM"
"2D6504","NOWERLAND NATHAN","G","SIR TAURUS","NOWERLAND G-GIRL",2006,2010,4,"T",19,3,4,4,25723,NA,1591,"H","Stga","DOM"
"2D6504","NOWERLAND NATHAN","G","SIR TAURUS","NOWERLAND G-GIRL",2006,2011,5,"T",25,7,3,3,36335,NA,1580,"H","Stga","DOM"
"2D6504","NOWERLAND NATHAN","G","SIR TAURUS","NOWERLAND G-GIRL",2006,2012,6,"T",25,5,2,7,34468,NA,1563,"H","Stga","DOM"
"2D6504","NOWERLAND NATHAN","G","SIR TAURUS","NOWERLAND G-GIRL",2006,2013,7,"T",38,4,6,2,29119,NA,1593,"H","MR","DOM"
"2D6504","NOWERLAND NATHAN","G","SIR TAURUS","NOWERLAND G-GIRL",2006,2014,8,"T",34,6,0,2,19257,NA,1591,"H","Stga","DOM"
"2D6504","NOWERLAND NATHAN","G","SIR TAURUS","NOWERLAND G-GIRL",2006,2015,9,"T",32,3,6,4,21359,NA,1581,"H","Stga","DOM"
"2D6504","NOWERLAND NATHAN","G","SIR TAURUS","NOWERLAND G-GIRL",2006,2016,10,"T",38,4,0,7,12145,NA,2002,"H","MR","DOM"
"2D6504","NOWERLAND NATHAN","G","SIR TAURUS","NOWERLAND G-GIRL",2006,2017,11,"T",8,0,1,2,2199,NA,0,NA,NA,"DOM"
"2D6504","NOWERLAND NATHAN","G","SIR TAURUS","NOWERLAND G-GIRL",2006,2018,12,"T",4,0,1,3,690,NA,0,NA,NA,"DOM"
"4D5155","I LOVE THE BEACH","M","SHOTGUN SCOTT","LIDO BEACH",2006,2008,2,"P",12,2,0,6,24807,NA,1591,"H","OD","DOM"
"4D5155","I LOVE THE BEACH","M","SHOTGUN SCOTT","LIDO BEACH",2006,2009,3,"P",20,7,2,1,40125,NA,1532,"F","RcR","DOM"
"8D9422","SPARE ME PLEASE","M","MUSCLES YANKEE","MAGGIE SPUR",2006,2009,3,"T",17,3,2,2,9534,NA,2002,"S","VD","DOM"
"6D2553","ASHLEE'S DREAM","M","DREAM VACATION","MARY'S DREAMWEAVER",2006,2008,2,"T",9,1,2,3,20822,NA,2011,"F","PcD","DOM"
"6D2553","ASHLEE'S DREAM","M","DREAM VACATION","MARY'S DREAMWEAVER",2006,2009,3,"T",19,2,3,2,40901,NA,1581,"F","PcD","DOM"
"6D2553","ASHLEE'S DREAM","M","DREAM VACATION","MARY'S DREAMWEAVER",2006,2010,4,"T",31,6,6,4,67326,NA,1571,"F","Mea","DOM"
"6D2553","ASHLEE'S DREAM","M","DREAM VACATION","MARY'S DREAMWEAVER",2006,2011,5,"T",26,4,3,4,47169,NA,1563,"F","Mea","DOM"
"6D2553","ASHLEE'S DREAM","M","DREAM VACATION","MARY'S DREAMWEAVER",2006,2012,6,"T",36,6,4,4,52670,NA,1562,"F","Mea","DOM"
"2DB818","BOOM TOWN GIRL","M","TOTALLY WESTERN","TURN FOR THE BEST",2006,2008,2,"P",7,0,0,1,2039,NA,0,NA,NA,"DOM"
"4DE205","BARBAZON","G","WILSON WYOMING","COSMETIZE",2006,2009,3,"T",13,1,6,0,8877,NA,1593,"M","BmlP","DOM"
"4DE205","BARBAZON","G","WILSON WYOMING","COSMETIZE",2006,2010,4,"T",21,4,0,1,14400,"Q",1573,"F","Chst","DOM"
"4DE205","BARBAZON","G","WILSON WYOMING","COSMETIZE",2006,2011,5,"T",24,6,1,2,12391,NA,1581,"F","Aces","DOM"
"4DE205","BARBAZON","G","WILSON WYOMING","COSMETIZE",2006,2012,6,"T",37,4,3,8,18294,NA,1582,"H","Nfld","DOM"
"4DE205","BARBAZON","G","WILSON WYOMING","COSMETIZE",2006,2013,7,"T",32,4,3,4,10163,NA,1581,"F","Aces","DOM"
"4DE205","BARBAZON","G","WILSON WYOMING","COSMETIZE",2006,2014,8,"T",23,5,3,5,21137,NA,1564,"F","Aces","DOM"
"4DE205","BARBAZON","G","WILSON WYOMING","COSMETIZE",2006,2015,9,"T",7,1,0,0,672,NA,2030,"H","Cel","DOM"
"0D1848","MOST REMARKABLE","G","DRAGON AGAIN","REMARKABLE STAR",2006,2008,2,"P",13,2,3,1,25910,NA,1553,"M","Haw","DOM"
"0D1848","MOST REMARKABLE","G","DRAGON AGAIN","REMARKABLE STAR",2006,2009,3,"P",20,4,2,3,19934,NA,1520,"M","BmlP","DOM"
"0D1848","MOST REMARKABLE","G","DRAGON AGAIN","REMARKABLE STAR",2006,2010,4,"P",14,0,4,2,14790,NA,0,NA,NA,"DOM"
"0D1848","MOST REMARKABLE","G","DRAGON AGAIN","REMARKABLE STAR",2006,2011,5,"P",30,3,3,5,29176,"Q",1531,"Z","Cnl","DOM"
"0D1848","MOST REMARKABLE","G","DRAGON AGAIN","REMARKABLE STAR",2006,2012,6,"P",29,5,3,4,20479,NA,1521,"Z","Cnl","DOM"
"0D1848","MOST REMARKABLE","G","DRAGON AGAIN","REMARKABLE STAR",2006,2013,7,"P",37,6,6,7,19310,NA,1542,"F","Aces","DOM"
"0D1848","MOST REMARKABLE","G","DRAGON AGAIN","REMARKABLE STAR",2006,2014,8,"P",37,4,5,1,14368,NA,1550,"H","Nfld","DOM"
"0D1848","MOST REMARKABLE","G","DRAGON AGAIN","REMARKABLE STAR",2006,2015,9,"P",32,2,3,2,9482,NA,1560,"H","Nfld","DOM"
"0D1848","MOST REMARKABLE","G","DRAGON AGAIN","REMARKABLE STAR",2006,2016,10,"P",29,1,1,6,7236,NA,1580,"H","Nfld","DOM"
"2D7643","LATIN LIFTOFF","M","SHOTGUN SCOTT","SIOBHAN",2006,2008,2,"P",15,1,0,5,12739,NA,1584,"Z","Cnl","DOM"
"2D7643","LATIN LIFTOFF","M","SHOTGUN SCOTT","SIOBHAN",2006,2009,3,"P",16,1,1,3,11181,"Q",1574,"F","RcR","DOM"
"2D7643","LATIN LIFTOFF","M","SHOTGUN SCOTT","SIOBHAN",2006,2010,4,"P",0,0,0,0,0,NA,0,NA,NA,"DOM"
"8D8499","ENERGY DRINK","M","MALABAR MAN","MEADOWBRANCH HONOR",2006,2009,3,"T",6,0,0,0,0,NA,0,NA,NA,"DOM"
"6DN606","TEDESCHI","M","MODERN ART","CHANGE OF PLANS",2006,2008,2,"P",4,0,2,0,10359,"Q",1593,"S","Moh","DOM"
"6DN606","TEDESCHI","M","MODERN ART","CHANGE OF PLANS",2006,2009,3,"P",17,2,1,1,23453,NA,1541,"S","Moh","DOM"
"6DN606","TEDESCHI","M","MODERN ART","CHANGE OF PLANS",2006,2010,4,"P",28,4,1,5,13311,NA,1572,"H","FlmD","DOM"
"6DN606","TEDESCHI","M","MODERN ART","CHANGE OF PLANS",2006,2011,5,"P",25,1,3,5,7921,NA,2004,"H","FlmD","DOM"
"6DN606","TEDESCHI","M","MODERN ART","CHANGE OF PLANS",2006,2012,6,"P",7,1,1,0,4427,NA,1593,"H","FlmD","DOM"
"6D0359","LOW COUNTRY LOVE","M","ALLAMERICAN INGOT","ARMBRO OCASEY",2006,2008,2,"P",9,0,0,1,5455,NA,0,NA,NA,"DOM"
"6D0359","LOW COUNTRY LOVE","M","ALLAMERICAN INGOT","ARMBRO OCASEY",2006,2009,3,"P",23,5,3,1,36947,NA,1562,"H","Har","DOM"
"6D0359","LOW COUNTRY LOVE","M","ALLAMERICAN INGOT","ARMBRO OCASEY",2006,2010,4,"P",16,3,2,2,12001,NA,1554,"F","DD","DOM"
"6D0359","LOW COUNTRY LOVE","M","ALLAMERICAN INGOT","ARMBRO OCASEY",2006,2011,5,"P",17,2,4,2,11095,NA,1570,"H","Har","DOM"
"1D2802","DANI CALIFORNIA","M","SUPERNATURAL","RED OAKS LADY",2006,2008,2,"T",7,1,4,0,22291,NA,2011,"M","CalX","DOM"
"1D2802","DANI CALIFORNIA","M","SUPERNATURAL","RED OAKS LADY",2006,2009,3,"T",20,3,8,1,43325,NA,2012,"M","CalX","DOM"
"1D2802","DANI CALIFORNIA","M","SUPERNATURAL","RED OAKS LADY",2006,2010,4,"T",42,6,7,4,20964,NA,1583,"M","CalX","DOM"
"1D2802","DANI CALIFORNIA","M","SUPERNATURAL","RED OAKS LADY",2006,2011,5,"T",40,2,7,9,11495,NA,2000,"M","CalX","DOM"
