"horse_no","horse_name","horse_gender","sire_name","dam_name","foal_year","race_year","age","gait","ytd_Starts","ytd_wins","ytd_places","ytd_shows","annual_earnings","rec_type","rec_time","rec_size","rec_track","ytd_htype"
"1D2802","DANI CALIFORNIA","M","SUPERNATURAL","RED OAKS LADY",2006,2012,6,"T",9,1,2,1,2562,NA,2041,"M","CalX","DOM"
"1D2802","DANI CALIFORNIA","M","SUPERNATURAL","RED OAKS LADY",2006,2013,7,"T",36,5,9,9,16773,NA,1582,"F","Aces","DOM"
"5DM965","LOVE TO FLAUNT","M","ANGUS HALL","LOOKOUT VICTORY",2006,2008,2,"T",4,1,0,0,9600,NA,2044,"H","FlmD","DOM"
"6DM120","MR INVINCIBLE","G","ANGUS HALL","MS VIC",2006,2008,2,"T",0,0,0,0,0,NA,0,NA,NA,"DOM"
"6DM120","MR INVINCIBLE","G","ANGUS HALL","MS VIC",2006,2009,3,"T",7,1,0,1,5350,NA,2020,"F","Sar","DOM"
"6DM120","MR INVINCIBLE","G","ANGUS HALL","MS VIC",2006,2010,4,"T",31,15,1,2,81130,NA,1562,"H","YR","DOM"
"6DM120","MR INVINCIBLE","G","ANGUS HALL","MS VIC",2006,2011,5,"T",2,0,0,1,1560,"Q",2004,"H","Stga","DOM"
"6DM120","MR INVINCIBLE","G","ANGUS HALL","MS VIC",2006,2012,6,"T",22,8,2,4,57459,NA,1574,"H","Stga","DOM"
"6DM120","MR INVINCIBLE","G","ANGUS HALL","MS VIC",2006,2013,7,"T",22,5,7,3,53675,NA,1562,"H","Stga","DOM"
"6DM120","MR INVINCIBLE","G","ANGUS HALL","MS VIC",2006,2014,8,"T",32,4,3,3,26159,NA,1581,"H","Stga","DOM"
"6DM120","MR INVINCIBLE","G","ANGUS HALL","MS VIC",2006,2015,9,"T",31,4,2,5,15064,NA,1594,"H","MR","DOM"
"6DM120","MR INVINCIBLE","G","ANGUS HALL","MS VIC",2006,2016,10,"T",26,1,6,5,10335,NA,2032,"H","MR","DOM"
"6DM120","MR INVINCIBLE","G","ANGUS HALL","MS VIC",2006,2017,11,"T",8,0,2,2,2148,NA,0,NA,NA,"DOM"
"5DR626","MET'S INN","M","MUTINEER","MET'S RIVAL",2006,2009,3,"T",22,2,2,3,152540,NA,1574,"S","Moh","DOM"
"5DR626","MET'S INN","M","MUTINEER","MET'S RIVAL",2006,2010,4,"T",19,1,1,4,31494,NA,1564,"S","Wdb","DOM"
"5DR626","MET'S INN","M","MUTINEER","MET'S RIVAL",2006,2011,5,"T",1,0,0,0,0,NA,0,NA,NA,"DOM"
"8D3649","ENERGY ANGLE","G","TOTALLY WESTERN","KENDAL LAVISH",2006,2008,2,"P",1,0,0,0,170,NA,0,NA,NA,"DOM"
"8D3649","ENERGY ANGLE","G","TOTALLY WESTERN","KENDAL LAVISH",2006,2009,3,"P",20,2,1,3,8414,NA,1583,"H","Stga","DOM"
"8D3649","ENERGY ANGLE","G","TOTALLY WESTERN","KENDAL LAVISH",2006,2010,4,"P",22,2,5,3,13894,NA,1563,"H","Stga","DOM"
"8D3649","ENERGY ANGLE","G","TOTALLY WESTERN","KENDAL LAVISH",2006,2011,5,"P",29,3,5,2,13973,NA,1574,"H","Stga","DOM"
"8D3649","ENERGY ANGLE","G","TOTALLY WESTERN","KENDAL LAVISH",2006,2012,6,"P",45,4,5,8,15727,NA,1544,"M","BmlP","DOM"
"8D3649","ENERGY ANGLE","G","TOTALLY WESTERN","KENDAL LAVISH",2006,2013,7,"P",44,2,5,7,11004,NA,1522,"Z","Cnl","DOM"
"8D3649","ENERGY ANGLE","G","TOTALLY WESTERN","KENDAL LAVISH",2006,2014,8,"P",40,0,5,5,5500,NA,0,NA,NA,"DOM"
"5D3264","WINBAK ROBERTA","M","PLESAC","SUMMER BELLE",2006,2009,3,"T",12,5,2,1,109833,NA,1564,"S","VD","DOM"
"6D6760","ASHLEE'S STAR","M","WESTERN HANOVER","LADY ASHLEE ANN",2006,2008,2,"P",5,1,0,3,11085,NA,1584,"H","OD","DOM"
"6D6760","ASHLEE'S STAR","M","WESTERN HANOVER","LADY ASHLEE ANN",2006,2009,3,"P",13,3,2,1,7025,"Q",1592,"F","Chst","DOM"
"6D6760","ASHLEE'S STAR","M","WESTERN HANOVER","LADY ASHLEE ANN",2006,2010,4,"P",0,0,0,0,0,NA,0,NA,NA,"DOM"
"7DA249","TINA'S BLISS","M","BLISSFULL HALL","JEF'S CELEBRATION",2006,2008,2,"P",8,0,0,2,2270,NA,0,NA,NA,"DOM"
"7DA249","TINA'S BLISS","M","BLISSFULL HALL","JEF'S CELEBRATION",2006,2009,3,"P",12,1,1,2,11386,NA,1554,"F","PcD","DOM"
"7DA249","TINA'S BLISS","M","BLISSFULL HALL","JEF'S CELEBRATION",2006,2010,4,"P",20,3,3,4,31292,NA,1553,"H","YR","DOM"
"7DA249","TINA'S BLISS","M","BLISSFULL HALL","JEF'S CELEBRATION",2006,2011,5,"P",5,0,0,0,1120,NA,0,NA,NA,"DOM"
"7D4573","GADGETS TO GO","M","CAM'S CARD SHARK","ARL'S TROUBLEMAKER",2006,2009,3,"P",8,0,1,1,1272,NA,0,NA,NA,"DOM"
"3DE470","YANKEE FLYER","G","YANKEE CRUISER","TO FLY BY",2006,2008,2,"P",5,1,0,0,12600,"Q",2020,"F","ScD","DOM"
"3DE470","YANKEE FLYER","G","YANKEE CRUISER","TO FLY BY",2006,2009,3,"P",24,7,1,2,9590,NA,1554,"H","Nfld","DOM"
"3DE470","YANKEE FLYER","G","YANKEE CRUISER","TO FLY BY",2006,2010,4,"P",26,3,1,3,9618,NA,1564,"H","Nfld","DOM"
"3DE470","YANKEE FLYER","G","YANKEE CRUISER","TO FLY BY",2006,2011,5,"P",33,1,5,7,12315,NA,1563,"H","Har","DOM"
"3DE470","YANKEE FLYER","G","YANKEE CRUISER","TO FLY BY",2006,2012,6,"P",28,2,8,3,15373,NA,1541,"F","DD","DOM"
"3DE470","YANKEE FLYER","G","YANKEE CRUISER","TO FLY BY",2006,2013,7,"P",34,5,4,7,20531,NA,1534,"F","DD","DOM"
"3DE470","YANKEE FLYER","G","YANKEE CRUISER","TO FLY BY",2006,2014,8,"P",31,1,2,3,7490,NA,1541,"F","Aces","DOM"
"3DE470","YANKEE FLYER","G","YANKEE CRUISER","TO FLY BY",2006,2015,9,"P",32,4,2,2,8841,NA,1560,"M","CalX","DOM"
"3DE470","YANKEE FLYER","G","YANKEE CRUISER","TO FLY BY",2006,2016,10,"P",35,2,6,6,11222,NA,1552,"F","Aces","DOM"
"8D4720","ELLA MAE","M","ARTSPLACE","NUKESSA",2006,2008,2,"P",0,0,0,0,0,NA,0,NA,NA,"DOM"
"8D4720","ELLA MAE","M","ARTSPLACE","NUKESSA",2006,2009,3,"P",13,1,1,1,3772,NA,2021,"H","OD","DOM"
"8D4720","ELLA MAE","M","ARTSPLACE","NUKESSA",2006,2010,4,"P",13,1,1,2,6123,NA,2000,"H","Har","DOM"
"2DA521","BEACH MAGIC","M","DREAM VACATION","JOIE'S TRESJOLIE",2006,2008,2,"T",2,0,1,0,550,NA,0,NA,NA,"DOM"
"2DA521","BEACH MAGIC","M","DREAM VACATION","JOIE'S TRESJOLIE",2006,2009,3,"T",22,1,0,1,7765,NA,1590,"Z","Cnl","DOM"
"2DA521","BEACH MAGIC","M","DREAM VACATION","JOIE'S TRESJOLIE",2006,2010,4,"T",17,0,0,2,8756,NA,0,NA,NA,"DOM"
"4D5395","MELBOY","G","WESTERN HANOVER","ROYAL BALL",2006,2008,2,"P",4,0,1,2,3175,NA,0,NA,NA,"DOM"
"4D5395","MELBOY","G","WESTERN HANOVER","ROYAL BALL",2006,2009,3,"P",30,4,5,1,31855,NA,1530,"F","Mea","DOM"
"4D5395","MELBOY","G","WESTERN HANOVER","ROYAL BALL",2006,2010,4,"P",19,1,2,0,7728,NA,1551,"F","Mea","DOM"
"4D5395","MELBOY","G","WESTERN HANOVER","ROYAL BALL",2006,2011,5,"P",33,5,2,3,16286,NA,1540,"F","Mea","DOM"
"4D5395","MELBOY","G","WESTERN HANOVER","ROYAL BALL",2006,2012,6,"P",26,5,1,2,9367,NA,1553,"F","Aces","DOM"
"4D5395","MELBOY","G","WESTERN HANOVER","ROYAL BALL",2006,2013,7,"P",38,1,7,11,10026,NA,1564,"F","Aces","DOM"
"4D5395","MELBOY","G","WESTERN HANOVER","ROYAL BALL",2006,2014,8,"P",21,3,0,6,5973,NA,1561,"M","CalX","DOM"
"9DD199","PERKY B SKIPALONG","M","ART'S CONQUEST","APPLE B SKIPALONG",2006,2008,2,"P",9,1,3,1,9326,NA,1572,"M","Haw","DOM"
"9DD199","PERKY B SKIPALONG","M","ART'S CONQUEST","APPLE B SKIPALONG",2006,2009,3,"P",24,2,4,1,18225,NA,1533,"M","BmlP","DOM"
"9DD199","PERKY B SKIPALONG","M","ART'S CONQUEST","APPLE B SKIPALONG",2006,2010,4,"P",39,2,5,7,12749,NA,1541,"M","BmlP","DOM"
"9DD199","PERKY B SKIPALONG","M","ART'S CONQUEST","APPLE B SKIPALONG",2006,2011,5,"P",17,1,2,0,7780,NA,1553,"M","BmlP","DOM"
"9DD199","PERKY B SKIPALONG","M","ART'S CONQUEST","APPLE B SKIPALONG",2006,2012,6,"P",1,0,0,0,0,NA,0,NA,NA,"DOM"
"3D7112","ALL ITALIAN","M","ALLAMERICAN INGOT","DEUCES HANOVER",2006,2008,2,"P",2,0,1,0,6767,"Q",1584,"M","M","DOM"
"3D7112","ALL ITALIAN","M","ALLAMERICAN INGOT","DEUCES HANOVER",2006,2009,3,"P",4,1,0,1,6520,NA,1562,"F","Chst","DOM"
"7D9838","BET ON SIS","M","BETTOR'S DELIGHT","JAKES LIL SIS",2006,2008,2,"P",4,0,0,0,250,NA,0,NA,NA,"DOM"
"7D9838","BET ON SIS","M","BETTOR'S DELIGHT","JAKES LIL SIS",2006,2009,3,"P",19,1,2,3,7542,NA,2012,"H","OD","DOM"
"7D9838","BET ON SIS","M","BETTOR'S DELIGHT","JAKES LIL SIS",2006,2010,4,"P",15,1,4,2,9575,NA,1564,"Z","Cnl","DOM"
"5DA847","WALK SOFTLY","M","ALLAMERICAN NATIVE","TOYLEE HANOVER",2006,2008,2,"P",7,1,1,1,16663,NA,1594,"F","ScD","DOM"
"5DA847","WALK SOFTLY","M","ALLAMERICAN NATIVE","TOYLEE HANOVER",2006,2009,3,"P",19,3,0,1,16473,NA,1563,"F","Mea","DOM"
"5D1060","ENJOY THE VIEW","M","LIFE SIGN","DAYLON FLYER",2006,2008,2,"P",13,2,1,1,14447,NA,1581,"H","Fhld","DOM"
"5D1060","ENJOY THE VIEW","M","LIFE SIGN","DAYLON FLYER",2006,2009,3,"P",17,2,3,2,27783,NA,1573,"H","Har","DOM"
"5D1060","ENJOY THE VIEW","M","LIFE SIGN","DAYLON FLYER",2006,2010,4,"P",14,1,1,0,12350,NA,1562,"F","DD","DOM"
"5D1060","ENJOY THE VIEW","M","LIFE SIGN","DAYLON FLYER",2006,2011,5,"P",1,0,0,0,0,NA,0,NA,NA,"DOM"
"8D1114","HALL OF WISHES","M","BROADWAY HALL","CRYSTANA'S WISH",2006,2008,2,"T",9,0,2,5,30841,"Q",1593,"F","Mea","DOM"
"8D1114","HALL OF WISHES","M","BROADWAY HALL","CRYSTANA'S WISH",2006,2009,3,"T",14,2,6,2,137284,NA,1582,"F","Chst","DOM"
"8D1114","HALL OF WISHES","M","BROADWAY HALL","CRYSTANA'S WISH",2006,2010,4,"T",22,3,3,3,39502,NA,1563,"F","GeoD","DOM"
"4D4513","CYCLE POWER","G","CAMBEST","LIFE CYCLE",2006,2008,2,"P",1,0,0,0,0,"Q",1574,"M","Lex","DOM"
"4D4513","CYCLE POWER","G","CAMBEST","LIFE CYCLE",2006,2009,3,"P",22,4,2,2,19985,NA,1532,"M","Indy","DOM"
"4D4513","CYCLE POWER","G","CAMBEST","LIFE CYCLE",2006,2010,4,"P",26,6,3,2,18627,NA,1534,"M","CalX","DOM"
"4D4513","CYCLE POWER","G","CAMBEST","LIFE CYCLE",2006,2011,5,"P",28,6,6,5,24057,NA,1523,"M","CalX","DOM"
"4D4513","CYCLE POWER","G","CAMBEST","LIFE CYCLE",2006,2012,6,"P",22,4,2,2,16051,NA,1544,"M","CalX","DOM"
"4D4513","CYCLE POWER","G","CAMBEST","LIFE CYCLE",2006,2013,7,"P",11,3,5,1,18300,NA,1533,"M","CalX","DOM"
"2DC485","PERSUADE ME","M","CRISIS SITUATION","CRYSTAL PERSUASION",2006,2008,2,"P",2,0,0,0,0,NA,0,NA,NA,"DOM"
"2DC485","PERSUADE ME","M","CRISIS SITUATION","CRYSTAL PERSUASION",2006,2009,3,"P",27,6,3,3,19655,NA,1553,"M","CalX","DOM"
"2DC485","PERSUADE ME","M","CRISIS SITUATION","CRYSTAL PERSUASION",2006,2010,4,"P",44,14,12,4,30072,NA,1552,"M","CalX","DOM"
"2DC485","PERSUADE ME","M","CRISIS SITUATION","CRYSTAL PERSUASION",2006,2011,5,"P",39,6,11,10,20660,NA,1553,"M","CalX","DOM"
"2DC485","PERSUADE ME","M","CRISIS SITUATION","CRYSTAL PERSUASION",2006,2012,6,"P",31,8,5,4,16945,NA,1554,"M","CalX","DOM"
"2DC485","PERSUADE ME","M","CRISIS SITUATION","CRYSTAL PERSUASION",2006,2013,7,"P",47,8,5,5,15878,NA,1562,"M","CalX","DOM"
"2DC485","PERSUADE ME","M","CRISIS SITUATION","CRYSTAL PERSUASION",2006,2014,8,"P",32,5,3,6,9861,NA,1563,"M","CalX","DOM"
"2DC485","PERSUADE ME","M","CRISIS SITUATION","CRYSTAL PERSUASION",2006,2015,9,"P",13,1,1,3,2631,NA,1574,"M","CalX","DOM"
"0D6888","MY BOY LUKE","G","SPORTSMASTER","COLE-LOSSAL",2006,2008,2,"P",16,3,6,1,49953,NA,1523,"M","Spr","DOM"
"0D6888","MY BOY LUKE","G","SPORTSMASTER","COLE-LOSSAL",2006,2009,3,"P",27,5,8,6,119225,NA,1512,"M","BmlP","DOM"
"0D6888","MY BOY LUKE","G","SPORTSMASTER","COLE-LOSSAL",2006,2010,4,"P",28,6,3,3,44208,NA,1511,"M","BmlP","DOM"
"0D6888","MY BOY LUKE","G","SPORTSMASTER","COLE-LOSSAL",2006,2011,5,"P",27,3,2,7,31248,NA,1532,"H","May","DOM"
"0D6888","MY BOY LUKE","G","SPORTSMASTER","COLE-LOSSAL",2006,2012,6,"P",8,2,1,0,4990,NA,1573,"H","Carlt","DOM"
"0D6888","MY BOY LUKE","G","SPORTSMASTER","COLE-LOSSAL",2006,2013,7,"P",12,1,2,3,2540,"Q",2011,"F","BgD","DOM"
"0D6888","MY BOY LUKE","G","SPORTSMASTER","COLE-LOSSAL",2006,2014,8,"P",13,1,2,3,3013,NA,1590,"F","BgD","DOM"
"0D6888","MY BOY LUKE","G","SPORTSMASTER","COLE-LOSSAL",2006,2015,9,"P",6,3,1,0,5397,NA,1590,"H","Altmt","DOM"
"0D6888","MY BOY LUKE","G","SPORTSMASTER","COLE-LOSSAL",2006,2018,12,"P",2,0,0,1,248,NA,0,NA,NA,"DOM"
"3D9191","CHEESE PLUMPER","M","EVERLASTING ART","CHRISTINE PLUMSTED",2006,2008,2,"P",11,3,6,1,12929,NA,1573,"M","PrM","DOM"
"3D9191","CHEESE PLUMPER","M","EVERLASTING ART","CHRISTINE PLUMSTED",2006,2009,3,"P",17,6,7,1,30944,NA,1550,"M","PrM","DOM"
"3D9191","CHEESE PLUMPER","M","EVERLASTING ART","CHRISTINE PLUMSTED",2006,2010,4,"P",21,2,8,1,35215,NA,1552,"F","DD","DOM"
"3D9191","CHEESE PLUMPER","M","EVERLASTING ART","CHRISTINE PLUMSTED",2006,2011,5,"P",27,2,7,3,30681,NA,1541,"F","DD","DOM"
"3D9191","CHEESE PLUMPER","M","EVERLASTING ART","CHRISTINE PLUMSTED",2006,2012,6,"P",28,5,5,4,29942,NA,1552,"F","Aces","DOM"
"3D9191","CHEESE PLUMPER","M","EVERLASTING ART","CHRISTINE PLUMSTED",2006,2013,7,"P",33,3,8,6,36563,NA,1551,"F","Aces","DOM"
"3D9191","CHEESE PLUMPER","M","EVERLASTING ART","CHRISTINE PLUMSTED",2006,2014,8,"P",17,1,4,0,10311,NA,1562,"F","Aces","DOM"
"8DF279","BLAZING FURY","M","RELENTLESS YANKEE","EMMA LEE MACK",2006,2008,2,"P",11,7,1,2,11694,NA,1582,"M","PrM","DOM"
"8DF279","BLAZING FURY","M","RELENTLESS YANKEE","EMMA LEE MACK",2006,2009,3,"P",20,11,3,3,34086,NA,1553,"F","Aces","DOM"
"8DF279","BLAZING FURY","M","RELENTLESS YANKEE","EMMA LEE MACK",2006,2010,4,"P",9,2,0,1,5092,"Q",1562,"H","May","DOM"
"8DF279","BLAZING FURY","M","RELENTLESS YANKEE","EMMA LEE MACK",2006,2011,5,"P",33,6,6,7,44363,NA,1544,"H","May","DOM"
"8DF279","BLAZING FURY","M","RELENTLESS YANKEE","EMMA LEE MACK",2006,2012,6,"P",34,7,4,3,54096,NA,1543,"F","Aces","DOM"
"8DF279","BLAZING FURY","M","RELENTLESS YANKEE","EMMA LEE MACK",2006,2013,7,"P",33,5,8,4,42315,NA,1543,"H","May","DOM"
"8DF279","BLAZING FURY","M","RELENTLESS YANKEE","EMMA LEE MACK",2006,2014,8,"P",28,7,2,2,41001,NA,1541,"F","Aces","DOM"
"8DF279","BLAZING FURY","M","RELENTLESS YANKEE","EMMA LEE MACK",2006,2015,9,"P",9,2,1,2,7761,NA,1563,"H","May","DOM"
"6D1076","JAMACIANME WILD","M","CAM'S CARD SHARK","MARCH ON IN",2006,2009,3,"P",20,2,3,2,15932,NA,1573,"H","Har","DOM"
"6D1076","JAMACIANME WILD","M","CAM'S CARD SHARK","MARCH ON IN",2006,2010,4,"P",25,2,4,4,9443,NA,1581,"H","MR","DOM"
"6D1076","JAMACIANME WILD","M","CAM'S CARD SHARK","MARCH ON IN",2006,2011,5,"P",41,2,3,5,9556,NA,1593,"H","MR","DOM"
"6D1076","JAMACIANME WILD","M","CAM'S CARD SHARK","MARCH ON IN",2006,2012,6,"P",35,3,1,3,8908,NA,1590,"H","Fhld","DOM"
"6D1076","JAMACIANME WILD","M","CAM'S CARD SHARK","MARCH ON IN",2006,2013,7,"P",29,4,0,8,12158,NA,1574,"H","Fhld","DOM"
"6D1076","JAMACIANME WILD","M","CAM'S CARD SHARK","MARCH ON IN",2006,2014,8,"P",3,0,1,0,1007,NA,0,NA,NA,"DOM"
"2D6199","DOIN THE CITY","M","CONWAY HALL","DOIN' THE TOWN",2006,2008,2,"T",1,0,0,0,0,"Q",2023,"S","VD","DOM"
"2D6199","DOIN THE CITY","M","CONWAY HALL","DOIN' THE TOWN",2006,2009,3,"T",14,2,1,2,22759,"Q",1591,"F","DD","DOM"
"2D6199","DOIN THE CITY","M","CONWAY HALL","DOIN' THE TOWN",2006,2010,4,"T",9,0,3,0,9045,NA,0,NA,NA,"DOM"
"7D9242","DATZFAST","M","CR COMMANDO","RESSIE",2006,2008,2,"T",9,2,2,2,34145,NA,2030,"H","Har","DOM"
"7D9242","DATZFAST","M","CR COMMANDO","RESSIE",2006,2009,3,"T",14,1,2,2,14766,NA,2021,"Z","Cnl","DOM"
"4D1840","PRINCESS ROBYN","M","CONWAY HALL","PEACE N HARMONY",2006,2008,2,"T",5,0,0,2,12123,NA,0,NA,NA,"DOM"
"4D1840","PRINCESS ROBYN","M","CONWAY HALL","PEACE N HARMONY",2006,2009,3,"T",17,5,4,3,45869,NA,1590,"S","VD","DOM"
"4D1840","PRINCESS ROBYN","M","CONWAY HALL","PEACE N HARMONY",2006,2010,4,"T",24,2,3,1,10010,NA,2020,"H","MR","DOM"
"0D9866","BRITASH REDCOAT","M","RED RIVER HANOVER","EXPENSIVE ASHLEY",2006,2009,3,"P",25,6,4,4,47810,NA,1564,"H","YR","DOM"
"0D9866","BRITASH REDCOAT","M","RED RIVER HANOVER","EXPENSIVE ASHLEY",2006,2010,4,"P",17,1,2,3,16750,NA,1553,"H","Fhld","DOM"
"0D9866","BRITASH REDCOAT","M","RED RIVER HANOVER","EXPENSIVE ASHLEY",2006,2011,5,"P",31,4,2,4,37890,NA,1561,"H","Fhld","DOM"
"0D9866","BRITASH REDCOAT","M","RED RIVER HANOVER","EXPENSIVE ASHLEY",2006,2012,6,"P",32,6,5,9,74140,NA,1533,"H","YR","DOM"
"0D9866","BRITASH REDCOAT","M","RED RIVER HANOVER","EXPENSIVE ASHLEY",2006,2013,7,"P",32,3,3,3,13337,NA,1522,"Z","Cnl","DOM"
"0D9866","BRITASH REDCOAT","M","RED RIVER HANOVER","EXPENSIVE ASHLEY",2006,2014,8,"P",15,0,2,1,2454,NA,0,NA,NA,"DOM"
"8D2906","RICH NATIVE","G","ALLAMERICAN NATIVE","RICH N' SHAMELESS",2006,2009,3,"P",18,2,1,1,12055,NA,1560,"F","Mea","DOM"
"8D2906","RICH NATIVE","G","ALLAMERICAN NATIVE","RICH N' SHAMELESS",2006,2010,4,"P",35,4,3,5,11810,NA,1552,"F","Aces","DOM"
"8D2906","RICH NATIVE","G","ALLAMERICAN NATIVE","RICH N' SHAMELESS",2006,2011,5,"P",18,1,3,4,5710,NA,1563,"M","PrM","DOM"
"8D2906","RICH NATIVE","G","ALLAMERICAN NATIVE","RICH N' SHAMELESS",2006,2012,6,"P",23,2,3,2,10309,NA,1563,"F","Aces","DOM"
"8D2906","RICH NATIVE","G","ALLAMERICAN NATIVE","RICH N' SHAMELESS",2006,2013,7,"P",33,2,4,9,15697,NA,1541,"M","CalX","DOM"
"8D2906","RICH NATIVE","G","ALLAMERICAN NATIVE","RICH N' SHAMELESS",2006,2014,8,"P",26,3,5,4,11456,NA,1541,"M","CalX","DOM"
"8D2906","RICH NATIVE","G","ALLAMERICAN NATIVE","RICH N' SHAMELESS",2006,2015,9,"P",33,6,4,1,11748,NA,1554,"E","CnD","DOM"
"8D2906","RICH NATIVE","G","ALLAMERICAN NATIVE","RICH N' SHAMELESS",2006,2016,10,"P",18,0,3,4,2301,NA,0,NA,NA,"DOM"
"8D2906","RICH NATIVE","G","ALLAMERICAN NATIVE","RICH N' SHAMELESS",2006,2017,11,"P",10,0,2,1,771,NA,0,NA,NA,"DOM"
"8D9877","GIOVANNI' S LEGACY","G","ADMIRALS GALLEY","ITHINKWEREALONENOW",2006,2008,2,"P",9,1,2,1,2461,NA,2081,"H","BdAx","DOM"
"8D9877","GIOVANNI' S LEGACY","G","ADMIRALS GALLEY","ITHINKWEREALONENOW",2006,2009,3,"P",26,3,2,6,11340,NA,1561,"F","HP","DOM"
"8D9877","GIOVANNI' S LEGACY","G","ADMIRALS GALLEY","ITHINKWEREALONENOW",2006,2010,4,"P",42,3,5,8,14513,NA,1582,"F","HP","DOM"
"8D9877","GIOVANNI' S LEGACY","G","ADMIRALS GALLEY","ITHINKWEREALONENOW",2006,2011,5,"P",46,4,6,7,17022,NA,1553,"F","HP","DOM"
"8D9877","GIOVANNI' S LEGACY","G","ADMIRALS GALLEY","ITHINKWEREALONENOW",2006,2012,6,"P",45,6,6,8,22419,NA,1531,"F","HP","DOM"
"8D9877","GIOVANNI' S LEGACY","G","ADMIRALS GALLEY","ITHINKWEREALONENOW",2006,2013,7,"P",38,2,4,10,14999,NA,1563,"H","Nor","DOM"
"8D9877","GIOVANNI' S LEGACY","G","ADMIRALS GALLEY","ITHINKWEREALONENOW",2006,2014,8,"P",6,1,1,0,2996,NA,2012,"H","Nor","DOM"
"8D9877","GIOVANNI' S LEGACY","G","ADMIRALS GALLEY","ITHINKWEREALONENOW",2006,2015,9,"P",30,4,4,3,20645,NA,1562,"H","BR","DOM"
"8D9877","GIOVANNI' S LEGACY","G","ADMIRALS GALLEY","ITHINKWEREALONENOW",2006,2016,10,"P",20,0,1,3,4818,NA,0,NA,NA,"DOM"
"3D7864","HOMER JAY","G","MUSCLES YANKEE","MISS MISTI GIRL",2006,2008,2,"T",5,1,1,0,68472,NA,1584,"M","M","DOM"
"3D7864","HOMER JAY","G","MUSCLES YANKEE","MISS MISTI GIRL",2006,2009,3,"T",12,1,1,1,45448,NA,2010,"H","Stga","DOM"
"3D7864","HOMER JAY","G","MUSCLES YANKEE","MISS MISTI GIRL",2006,2010,4,"T",40,8,7,4,119292,NA,1532,"S","Wdb","DOM"
"3D7864","HOMER JAY","G","MUSCLES YANKEE","MISS MISTI GIRL",2006,2011,5,"T",27,3,4,4,52698,NA,1552,"S","Wdb","DOM"
"3D7864","HOMER JAY","G","MUSCLES YANKEE","MISS MISTI GIRL",2006,2012,6,"T",40,6,6,2,92913,NA,1541,"S","Moh","DOM"
"3D7864","HOMER JAY","G","MUSCLES YANKEE","MISS MISTI GIRL",2006,2013,7,"T",38,2,3,0,24638,NA,1554,"S","Wdb","DOM"
"3D7864","HOMER JAY","G","MUSCLES YANKEE","MISS MISTI GIRL",2006,2014,8,"T",18,0,3,0,7871,"Q",2002,"F","GeoD","DOM"
"3D7864","HOMER JAY","G","MUSCLES YANKEE","MISS MISTI GIRL",2006,2015,9,"T",15,0,0,3,6081,"Q",2031,"H","MR","DOM"
"3D7864","HOMER JAY","G","MUSCLES YANKEE","MISS MISTI GIRL",2006,2016,10,"T",13,4,1,0,9693,NA,1594,"H","MR","DOM"
"0DA806","CALICO MOON","M","TOTALLY WESTERN","MOREPOWERTOYA",2006,2008,2,"P",0,0,0,0,0,NA,0,NA,NA,"DOM"
"0DA806","CALICO MOON","M","TOTALLY WESTERN","MOREPOWERTOYA",2006,2009,3,"P",19,3,3,2,20945,NA,1574,"H","Stga","DOM"
"0DA806","CALICO MOON","M","TOTALLY WESTERN","MOREPOWERTOYA",2006,2010,4,"P",30,3,4,2,44846,NA,1561,"H","Fhld","DOM"
"7DA082","COMMAND A BUCK","M","CR COMMANDO","SUPREME SAHBRA",2006,2008,2,"T",1,0,0,0,40,NA,0,NA,NA,"DOM"
"7DA082","COMMAND A BUCK","M","CR COMMANDO","SUPREME SAHBRA",2006,2010,4,"T",0,0,0,0,0,NA,0,NA,NA,"DOM"
"8D9430","HOLIDAY GUIDE","M","VILLAGE JOVE","MOOD INDIGO",2006,2009,3,"P",14,3,1,2,16265,NA,1542,"S","VD","DOM"
"8D9430","HOLIDAY GUIDE","M","VILLAGE JOVE","MOOD INDIGO",2006,2010,4,"P",18,1,2,3,18487,NA,1582,"F","DD","DOM"
"6D9822","LINDEN BEAUTY","M","ARMBRO MACKINTOSH","WALMAC BETTY",2006,2009,3,"P",26,7,6,1,21640,NA,1540,"M","BmlP","DOM"
"6D9822","LINDEN BEAUTY","M","ARMBRO MACKINTOSH","WALMAC BETTY",2006,2010,4,"P",25,7,4,2,68457,NA,1492,"M","M","DOM"
"6D9822","LINDEN BEAUTY","M","ARMBRO MACKINTOSH","WALMAC BETTY",2006,2011,5,"P",33,1,4,4,33382,NA,0,NA,NA,"DOM"
"6D9822","LINDEN BEAUTY","M","ARMBRO MACKINTOSH","WALMAC BETTY",2006,2012,6,"P",26,4,1,2,13109,NA,1532,"S","VD","DOM"
"6D9822","LINDEN BEAUTY","M","ARMBRO MACKINTOSH","WALMAC BETTY",2006,2013,7,"P",26,4,2,3,30150,NA,1554,"H","YR","DOM"
"6D9822","LINDEN BEAUTY","M","ARMBRO MACKINTOSH","WALMAC BETTY",2006,2014,8,"P",1,0,0,0,0,NA,0,NA,NA,"DOM"
"3DN660","MACH ME NOT","M","MACH THREE","CAM BOO ANGEL",2006,2009,3,"P",27,4,4,5,59105,NA,1542,"S","Wdb","DOM"
